,"C=2, GMHI2"
718,1.922620927258714
719,0.4208302822961682
720,1.2014098978670076
721,-0.41190206208264163
722,0.47130460266912844
723,0.9000918199565233
724,0.4564545997906003
725,0.5177385284521647
726,1.2628775248290385
727,2.187826678286744
728,0.3390884027501233
729,0.3934638963505271
730,1.8368177751108226
731,0.43030155621250255
732,1.4271543112989793
733,2.3398028037168896
734,1.9571291113478728
735,1.4035167964929416
736,0.7636388682387536
737,1.1959611808382196
738,0.325270228005744
739,2.2488072569403665
740,2.6971530586657004
741,-0.31787406432774096
742,1.4328382391895318
743,1.381999909909774
744,2.0195702659640737
745,-0.14582034840287322
746,1.459191241667803
747,0.6207247723065139
748,0.8229067677855761
749,0.9113843383754829
750,-0.16276066960125699
751,-0.9185822233316521
752,0.2331287314132618
753,-1.0496786798564914
754,-1.056469430610158
755,0.8238802221545302
756,-0.02344611859342005
757,-1.38114048908633
758,1.2945399853811703
759,0.7095971990020973
760,1.252744250553465
761,-0.0735450028223687
762,0.9147069788324771
763,-0.8713085118674835
764,-0.6909398729773545
765,0.2757940625095591
766,-0.13554551392005854
767,0.14266270742539577
768,1.3090174037633162
769,-0.8650511368486717
770,-0.36376694413948163
771,0.9590673385020623
772,-0.6444884766791483
773,0.8424884597240636
774,0.04480366767064674
775,1.8101368252211958
776,-0.1985957669299467
777,0.05430714102198901
778,-0.5624010074941959
779,-0.006719709954526712
780,-0.27030253243994723
781,1.0546047989500802
782,-0.5832332684136121
783,-0.08266950266216672
784,0.7587795344588775
785,-0.6391332679822019
786,1.8327394642198778
787,1.3435193006052173
788,-0.3607310785797757
789,-0.6899433827324055
790,-0.6216626400719532
791,0.204258028816513
792,-0.14733959304810879
793,-0.13104282808272535
794,0.9717549837033834
795,-1.262652546396689
796,-0.8945877586136137
797,0.1536531639216435
798,0.02041959755131946
799,0.3882131040914677
800,0.4688188485270587
801,0.009752626407750358
802,0.4869002894957802
803,-0.1395591029998662
804,0.22582202369582413
805,0.36439202946258586
806,-0.969665566455274
807,0.1746036285462036
808,-0.11511977126899753
809,1.489871704780262
810,1.3245291448734082
811,-0.06606127235807308
812,0.47213275946821887
813,1.1176227841844883
814,-1.1148847010971634
815,-0.4413460560468947
816,0.05364029303310541
817,1.3657589145893798
818,0.5329163268654863
819,0.17326499692361239
820,-0.40204013617556245
821,0.6482937757136051
822,1.5269870401280943
823,0.7340496007801556
824,0.23645929832699736
825,1.195841136262327
826,-0.023933120454127085
827,0.412135254830614
828,1.2698380990318827
829,-0.364550712237975
830,-0.2722628636646878
831,0.31420676598517866
832,0.16880823330734923
833,-0.44330678444185084
834,0.5097713676742117
835,1.482740136580229
836,0.30598128356477405
837,-0.7417420016699395
838,-0.7942460772251947
839,0.9695929891896613
840,-1.0383408428576335
841,0.7073297118185831
842,0.37065714385939597
843,-0.15570972625345153
844,0.18553099243813378
845,0.10923509730448812
846,0.6573150541041749
847,-0.5586328229418459
848,0.7552991577075463
849,1.4968909341977212
850,1.7801782618274298
851,-0.2214067321363105
852,0.4949869050438588
853,1.2986215835888248
854,2.145959116496963
855,0.443048735726236
856,1.2685239507019677
857,2.068109296325985
858,0.4451270518364681
859,-1.0437203096188659
860,0.15148910795551618
861,0.4078543695349113
862,0.7222749095226373
863,0.7395127081518359
864,1.5049808028415288
865,0.23072043996522992
866,-0.0561251162766148
867,0.45916625689299145
868,0.5166555565485847
869,0.36751266734570154
870,-1.0297609941917116
871,-1.1006478683842889
872,0.3215804446058306
873,0.5254520862439962
874,0.07758995945031691
875,0.6981927029714716
876,0.7999111706885147
877,0.9186508262176951
878,1.1258650430477462
879,0.33216286121335176
880,1.104698856995716
881,0.7398691365323513
882,-0.010130905757962105
883,-0.014884084416246751
884,0.07046249075704453
885,0.17690856937541624
886,1.5536490092139783
887,0.345268287965248
888,0.43966842032788683
889,0.9594381755340123
890,0.5352469061045
891,1.3109340399548277
892,0.3531366707527689
893,0.5488072843379926
894,0.2604413023337043
895,1.3690671545723385
896,-0.9846363579168855
897,0.9266761717689973
898,-1.3010845347075246
899,1.1440271441345529
900,0.6311389873685269
901,-0.6080609226367979
902,0.5074989182762959
903,-0.45271613685174916
904,-0.07865525091500367
905,0.6838959152006638
906,-0.4255328750435844
907,-0.8556488163551068
908,0.7933226072047861
909,-1.4886493232268527
910,0.5716750420259133
911,0.441527583177149
912,0.0230918661467919
913,-0.651748436356103
914,1.5038982255670228
915,0.565630983121642
916,0.2627826386876926
917,0.5015073715138414
918,-0.167034595587734
919,0.9252147020816854
920,-0.32478812521120615
921,1.263076728699295
922,-0.7808652211790814
923,0.17737280457686028
924,0.8863803310542101
925,0.75282302464846
926,0.7307173460518221
927,0.12705527686907606
928,0.02791864438694079
929,0.3868742846369284
930,-0.5941310771610842
931,-0.1321656374626185
932,-0.05341136938196936
933,0.0
934,0.9972643121964726
935,-0.0017088750798526786
936,-0.43600831352675595
937,0.3182010494313393
938,0.8623666431876166
939,-0.09253722873855062
940,0.5915670820989779
941,0.8417161313325436
942,0.35690527597833394
943,0.07658202553664767
944,-0.39970681958689513
945,0.006617833717708688
946,0.9505485608109874
947,0.9761588942572923
948,0.42543638823284025
949,-0.23707037120565036
950,0.9361195683116058
951,0.4896692827385566
952,0.9722913883287085
953,0.29044374738847883
954,0.11322422922422094
955,0.22927601476152598
956,0.3400864647502374
957,0.5159417248742023
958,0.3797265371037943
959,1.6279589821363403
960,1.4028480613879772
961,0.21710740579443444
962,0.6426973958834761
963,0.7154564224602943
964,-0.7817533946224136
965,1.1586448570674677
966,0.3361242548324086
967,1.1194763523042286
968,0.46868653430175333
969,-0.2700448208035307
970,0.46332119358340346
971,-1.2444877897754452
972,-1.3052412763136032
973,-0.48765596344527823
974,-1.1834967156538914
975,-0.0063275635549194685
976,-0.23384744423436665
977,-0.2112248433981459
978,0.42900562441702295
979,0.8282428370076733
980,0.43933012486834894
981,1.0235904104619542
982,-1.548624510052662
983,0.17314920500904205
984,-0.8812822892338685
985,-1.304301039093364
986,-0.40677927288467286
987,0.7542293991242501
988,0.17692883252908886
989,-0.17564941862238337
990,-0.13384575237723
991,0.9047492870888637
992,1.0849209498224741
993,0.9957202347973761
994,-0.7884806124169724
995,0.1696131302027702
996,-0.8497950201487013
997,1.2781552613112266
998,1.4635089105442614
999,1.081912400731505
1000,0.4952207345520576
1001,0.3943570760665426
1002,-0.8402365547521784
1003,-0.7162712221217999
1004,0.054301147057163116
1005,-0.3854818987281274
1006,-0.3724723412394253
1007,-0.7594224115809791
1008,-1.1338988759233115
1009,0.5267299355370474
1010,-0.5538431913622952
1011,1.906405400379236
1012,0.5492446638887569
1013,-0.06394321309630482
1014,0.09829542121770905
1015,0.08220435862259426
1016,-1.4224544814022086
1017,0.6057508547806844
1018,-0.8188528152882568
1019,-0.4868375571113559
1020,1.196213430629178
1021,-0.8590227568264627
1022,1.1948619305901471
1023,-0.6747916428533578
1024,-0.8182576018894172
1025,0.6131108385093063
1026,1.0011938345185425
1027,0.6375713146333613
1028,0.35062766887984176
1029,-0.5449607945972371
1030,-0.09070308098690477
1031,-0.15899892960445774
1032,1.1308233457171117
1033,-1.0358657928487165
1034,-1.1439705992714708
1035,-0.25876731249278845
1036,0.5875600710204736
1037,0.28629106786937064
1038,0.31373032274028745
1039,-0.41217593046287526
1040,0.5413939697228625
1041,-0.011415091365478223
1042,1.0443646205732295
1043,0.21918611094199789
1044,0.745941055558459
1045,-0.23664486447070976
1046,0.5695387537726025
1047,0.7158681080323085
1048,-0.5214793514196906
1049,0.08927583322842053
1050,-0.5196170631700254
1051,0.038329074592435675
1052,0.2385625222285345
1053,-0.5220554896390587
1054,0.4856980251249004
1055,-0.13236801043559704
1056,-0.5942244612106242
1057,-0.9756383023945536
1058,1.2160953279500226
1059,-1.120769977136281
1060,-0.2292041429315028
1061,-0.29877851921889936
1062,-0.5232458935086288
1063,0.9386450173750847
1064,-1.5777589604234294
1065,-1.3911482756522937
1066,-0.3998461938447113
1067,-0.47132608223294403
1068,-0.3531012507686454
1069,1.605162683103985
1070,0.39448314519478916
1071,0.24108682342503424
1072,1.0160444061205884
1073,0.7322157149504038
1074,0.6795094290342161
1075,1.1029091642952007
1076,1.0445036489766375
1077,-0.33547652078373613
1078,-0.5050981074525676
1079,1.0167123849891955
1080,-0.20194352767773815
1081,0.7441779235642505
1082,0.42182099758828184
1083,0.46624293412916157
1084,-0.09448526647494758
1085,-0.26387707079279177
1086,0.17485678135151056
1087,0.5177909741350908
1088,-0.40229530218681825
1089,-1.2590887311766747
1090,0.7352859842172024
1091,0.9963989961267118
1092,0.5380147919814374
1093,0.8766994674562736
1094,-0.1695916019918163
1095,0.28286183830931894
1096,0.35951002334367865
1097,-0.8381081467661238
1098,0.6460710144345028
1099,-0.2592885811413956
1100,1.0800224932868077
1101,-0.30951374350892674
1102,-0.7400981662057398
1103,1.0153452835595318
1104,0.4259686063517779
1105,0.8071789985773327
1106,-0.20386802728510228
1107,-0.7074152672104879
1108,1.475264249487858
1109,0.6465911833545991
1110,1.4505810209698307
1111,1.3243148098517554
1112,1.1398632411844394
1113,0.7457001975514517
1114,-0.049064456280600716
1115,0.7587991738618518
1116,0.1532483400794757
1117,0.33999367719525386
1118,0.41086197266325253
1119,1.4444768811070752
1120,0.4698300400985192
1121,1.9160330822301481
1122,-0.12058404899487865
1123,1.2326597763953517
1124,1.0596456729444372
1125,0.5926476460935504
1126,1.3493180723476932
1127,-0.6959905443175645
1128,0.8041242092595837
1129,0.9101019086924027
1130,-0.1222129804254799
1131,-0.538005177602785
1132,0.3478067557175184
1133,0.9196933432095142
1134,1.1355633127944245
1135,-0.8959033924769289
1136,1.11049836045636
1137,0.9416516599808945
1138,2.702430545718014
1139,0.20094794571453353
1140,0.9767358210770705
1141,0.7624263255818828
1142,1.9195135620470707
1143,0.4668130032297422
1144,-0.29866978369547503
1145,1.21835655588457
1146,0.18183497219450265
1147,1.7325990892210539
1148,1.0592429447936704
1149,0.4993921518687043
1150,1.2363739303563097
1151,-0.6628257934307736
1152,-1.4355445108803757
1153,-0.8531709401298024
1154,1.9846535556209395
1155,-0.395062872866052
1156,1.800216472670391
1157,1.131723710879238
1158,0.41605360287490195
1159,-0.052386721076209335
1160,0.4655400664817326
1161,0.4959534334873318
1162,2.4288589672916263
1163,1.4102540694982355
1164,0.11345625195995901
1165,1.4701334711993406
1166,0.2627827967605919
1167,0.9143808582513717
1168,0.6433790717907173
1169,-0.9218965640789021
1170,1.2828085001996437
1171,-0.3553628751021179
1172,0.7640645678207935
1173,1.6570759597678868
1174,-0.8128430527273992
1175,-0.9771596905657765
1176,1.1796491351271072
1177,-0.7473931028870227
1178,1.0083446044834035
1179,1.9191398152870616
1180,1.472522679950112
1181,1.1157967584292912
1182,0.7099632749524225
1183,-0.9145664901352133
1184,1.224725626005422
1185,0.7181407474083388
1186,0.22425055690770462
1187,1.2248283517010696
1188,0.035050940731403996
1189,1.4945771747899106
1190,2.0451647473711954
1191,-0.19157243010503977
1192,-1.0216117381984677
1193,0.7135030063683325
1194,-0.2863461964051088
1195,0.786878962579511
1196,0.3360955077013277
1197,0.3086228456623037
1198,-0.3003045885080684
1199,0.6894181018505513
1200,0.5389020691863925
1201,-0.5848398842698118
1202,-0.4003571555406323
1203,1.0441121001468843
1204,0.5675675677377445
1205,0.4489427807197523
1206,-0.27838592616007424
1207,2.086906216152349
1208,0.335772660679273
1209,0.7408509149458271
1210,-1.102360251586255
1211,0.4308540740443693
1212,0.2321238338097724
1213,0.574750193073069
1214,0.8064151558356869
1215,0.38625256291990706
1216,-0.5812760250390572
1217,0.056469964298174136
1218,0.4086861941812068
1219,0.6002064451034148
1220,0.8854956586214086
1221,0.1948285752779835
1222,0.333136406565533
1223,0.4061170274585061
1224,0.05502320229179651
1225,1.377948943528266
1226,0.22905486180412424
1227,1.0835110875155147
1228,0.31653249372923564
1229,0.618096158767945
