,C=0.01,C=0.02,C=0.03,C=0.1,C=0.2,C=0.3,C=1,C=2,C=3
3.2,0.0,0.9245283018867925,0.9415584415584416,0.9513991163475699,0.9458937198067633,0.9434571890145396,0.9065762004175365,0.8732217573221758,0.8521256931608133
3.3000000000000003,0.0,0.9,0.9457364341085271,0.949748743718593,0.9505783385909569,0.9447907390917186,0.9113712374581939,0.8733953076582559,0.85546875
3.4000000000000004,0.0,0.8857142857142857,0.9523809523809523,0.9485714285714286,0.951764705882353,0.9457364341085271,0.9126328217237308,0.8726084927671488,0.856909239574816
3.5,0.0,0.96,0.9411764705882353,0.9545454545454546,0.9536679536679536,0.946259220231823,0.9171410499683744,0.8767123287671232,0.8604551309574925
3.6,0.0,0.9473684210526315,0.948051948051948,0.9529702970297029,0.9608695652173913,0.9477866061293984,0.9189736664415935,0.8803952158086323,0.8609865470852018
3.7,0.0,1.0,0.9344262295081968,0.9515669515669516,0.9617224880382775,0.9516129032258065,0.9218077474892395,0.881004366812227,0.8616619452313503
3.8000000000000003,0.0,1.0,0.9148936170212766,0.948051948051948,0.9611992945326279,0.9544827586206897,0.9224865694551037,0.8843069873997709,0.8632309217046581
3.9000000000000004,0.0,1.0,0.9,0.9431818181818182,0.9603174603174603,0.9546827794561934,0.9269293924466339,0.8897058823529411,0.8639876352395672
4.0,0.0,1.0,0.896551724137931,0.9456066945606695,0.9563318777292577,0.9555921052631579,0.9268077601410935,0.8889606197546804,0.8639566395663957
4.1000000000000005,0.0,1.0,0.9259259259259259,0.9481132075471698,0.9586374695863747,0.9566003616636528,0.9305164319248826,0.8918367346938776,0.8666285060103034
4.2,0.0,1.0,1.0,0.9560439560439561,0.9565217391304348,0.9607843137254902,0.9334006054490414,0.8972701149425287,0.8721351025331725
4.3,0.0,1.0,1.0,0.948051948051948,0.9619047619047619,0.9587852494577006,0.9383634431455898,0.8996983408748115,0.8752387014640356
4.4,0.0,0.0,1.0,0.9481481481481482,0.9608540925266904,0.9570405727923628,0.9382857142857143,0.9018355945730248,0.8803191489361702
4.5,0.0,0.0,1.0,0.9391304347826087,0.9566929133858267,0.9609375,0.9408926417370326,0.9019442096365173,0.8823529411764706
4.6000000000000005,0.0,0.0,1.0,0.9607843137254902,0.9557522123893806,0.9595375722543352,0.9433719433719434,0.9033124440465533,0.8889700511322133
4.7,0.0,0.0,1.0,0.956989247311828,0.964824120603015,0.9632107023411371,0.9453551912568307,0.9045368620037807,0.8864864864864865
4.800000000000001,0.0,0.0,1.0,0.961038961038961,0.9714285714285714,0.9597069597069597,0.9434523809523809,0.9032576505429417,0.88915857605178
4.9,0.0,0.0,1.0,0.9577464788732394,0.9691358024691358,0.9644268774703557,0.947452229299363,0.9081419624217119,0.8882303132938189
5.0,0.0,0.0,1.0,0.9545454545454546,0.9668874172185431,0.9734513274336283,0.9506578947368421,0.9099890230515917,0.8907637655417406
5.1000000000000005,0.0,0.0,0.0,0.9473684210526315,0.9626865671641791,0.970873786407767,0.9504424778761061,0.9129930394431555,0.8891992551210428
5.2,0.0,0.0,0.0,0.9411764705882353,0.9565217391304348,0.967391304347826,0.9496268656716418,0.9097560975609756,0.8879227053140096
5.300000000000001,0.0,0.0,0.0,0.9302325581395349,0.9528301886792453,0.9700598802395209,0.9487179487179487,0.9104859335038363,0.8924949290060852
5.4,0.0,0.0,0.0,0.9142857142857143,0.967741935483871,0.972027972027972,0.9470338983050848,0.9144385026737968,0.8957446808510638
5.5,0.0,0.0,0.0,0.896551724137931,0.9605263157894737,0.9699248120300752,0.9519450800915332,0.9134078212290503,0.8993288590604027
5.6000000000000005,0.0,0.0,0.0,0.8888888888888888,0.9545454545454546,0.9672131147540983,0.9537712895377128,0.9117647058823529,0.9009433962264151
5.7,0.0,0.0,0.0,0.9,0.9649122807017544,0.9724770642201835,0.959349593495935,0.9075235109717869,0.9
5.800000000000001,0.0,0.0,0.0,1.0,0.9591836734693877,0.9693877551020408,0.9575070821529745,0.9113712374581939,0.8990944372574385
5.9,0.0,0.0,0.0,1.0,0.9761904761904762,0.9659090909090909,0.9578313253012049,0.9097345132743363,0.898236092265943
6.0,0.0,0.0,0.0,1.0,0.975,0.9863013698630136,0.9573770491803278,0.9143389199255121,0.8956276445698167
6.1000000000000005,0.0,0.0,0.0,1.0,1.0,1.0,0.9612676056338029,0.9265873015873016,0.8960468521229868
6.2,0.0,0.0,0.0,1.0,1.0,1.0,0.9618320610687023,0.9273858921161826,0.8986175115207373
6.300000000000001,0.0,0.0,0.0,1.0,1.0,1.0,0.9634146341463414,0.9288888888888889,0.8969889064976229
6.4,0.0,0.0,0.0,1.0,1.0,1.0,0.9658119658119658,0.9324009324009324,0.9046822742474916
6.5,0.0,0.0,0.0,1.0,1.0,1.0,0.9719626168224299,0.940149625935162,0.9026548672566371
6.6000000000000005,0.0,0.0,0.0,1.0,1.0,1.0,0.9702970297029703,0.9366754617414248,0.9045871559633027
6.7,0.0,0.0,0.0,1.0,1.0,1.0,0.9679144385026738,0.93646408839779,0.9092664092664092
6.800000000000001,0.0,0.0,0.0,1.0,1.0,1.0,0.9709302325581395,0.9413489736070382,0.9127789046653144
6.9,0.0,0.0,0.0,0.0,1.0,1.0,0.975,0.939209726443769,0.9104477611940298
7.0,0.0,0.0,0.0,0.0,1.0,1.0,0.9733333333333334,0.9444444444444444,0.9117647058823529
7.1000000000000005,0.0,0.0,0.0,0.0,1.0,1.0,0.9699248120300752,0.9413793103448276,0.9150943396226415
7.2,0.0,0.0,0.0,0.0,1.0,1.0,0.9663865546218487,0.948905109489051,0.9228855721393034
7.300000000000001,0.0,0.0,0.0,0.0,1.0,1.0,0.9814814814814815,0.9465648854961832,0.9248704663212435
7.4,0.0,0.0,0.0,0.0,1.0,1.0,0.9801980198019802,0.9435483870967742,0.9209809264305178
7.5,0.0,0.0,0.0,0.0,1.0,1.0,0.9787234042553191,0.9393939393939394,0.9250720461095101
7.6000000000000005,0.0,0.0,0.0,0.0,1.0,1.0,0.9879518072289156,0.9360730593607306,0.9212121212121213
7.7,0.0,0.0,0.0,0.0,1.0,1.0,0.9871794871794872,0.9375,0.919093851132686
7.800000000000001,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.949238578680203,0.9172413793103448
7.9,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.95,0.921146953405018
8.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.9485714285714286,0.9176029962546817
8.1,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.9636363636363636,0.9215686274509803
8.200000000000001,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.9746835443037974,0.926829268292683
8.3,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.9727891156462585,0.9324894514767933
8.4,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.9716312056737588,0.9310344827586207
8.5,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.9772727272727273,0.9269406392694064
8.6,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.975609756097561,0.9285714285714286
8.700000000000001,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.9747899159663865,0.9306930693069307
8.8,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.972972972972973,0.9414893617021277
8.9,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.970873786407767,0.9534883720930233
9.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.96875,0.950920245398773
9.1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.967391304347826,0.9556962025316456
9.200000000000001,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.9659090909090909,0.9607843137254902
9.3,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.9629629629629629,0.9659863945578231
9.4,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.96,0.9645390070921985
9.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9722222222222222,0.9626865671641791
9.600000000000001,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9710144927536232,0.9603174603174603
9.700000000000001,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9841269841269841,0.967479674796748
9.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9841269841269841,0.9666666666666667
9.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9833333333333333,0.9663865546218487
10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9818181818181818,0.9646017699115044
10.100000000000001,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9803921568627451,0.9629629629629629
10.200000000000001,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9791666666666666,0.96
10.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9782608695652174,0.956989247311828
10.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.975,0.9545454545454546
10.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9743589743589743,0.9540229885057471
10.600000000000001,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.972972972972973,0.9518072289156626
10.700000000000001,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9705882352941176,0.9625
10.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9655172413793104,0.96
10.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9642857142857143,0.9552238805970149
11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.96,0.953125
11.100000000000001,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9583333333333334,0.95
11.200000000000001,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9545454545454546,0.9473684210526315
11.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9523809523809523,0.9464285714285714
11.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.95,0.9464285714285714
11.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9473684210526315,0.9433962264150944
11.600000000000001,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9473684210526315,0.9591836734693877
11.700000000000001,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9473684210526315,0.9565217391304348
11.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9473684210526315,0.9555555555555556
11.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9444444444444444,0.95
12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9411764705882353,0.9473684210526315
12.100000000000001,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9411764705882353,0.9696969696969697
12.200000000000001,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9375,0.9696969696969697
12.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9285714285714286,0.9666666666666667
12.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9230769230769231,0.9655172413793104
12.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9166666666666666,0.9629629629629629
12.600000000000001,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9166666666666666,0.96
12.700000000000001,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9166666666666666,0.96
12.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.9583333333333334
12.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.9565217391304348
13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.9523809523809523
13.100000000000001,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.95
13.200000000000001,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.95
13.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.95
13.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.9444444444444444
13.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.9444444444444444
13.600000000000001,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.9411764705882353
13.700000000000001,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.9333333333333333
13.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.9285714285714286
13.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.9285714285714286
14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.9285714285714286
14.100000000000001,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.9230769230769231
14.200000000000001,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.9230769230769231
14.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.9166666666666666
14.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
14.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
14.600000000000001,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
14.700000000000001,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
14.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
14.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
15.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
15.100000000000001,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
15.200000000000001,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
15.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
15.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
15.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
15.600000000000001,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
15.700000000000001,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
15.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
15.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
16.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
16.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
16.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
16.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
16.400000000000002,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
16.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
16.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
16.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
16.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
16.900000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
17.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
17.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
17.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
17.400000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
17.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
17.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
17.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
17.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
17.900000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
18.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
18.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
18.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
18.400000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
18.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
18.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
18.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
18.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
18.900000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
19.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
19.200000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
19.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
19.400000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
19.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
19.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
19.700000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
19.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
19.900000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
20.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
20.200000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
20.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
20.400000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
20.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
20.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
20.700000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
20.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
20.900000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
21.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
21.200000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
21.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
21.400000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
21.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
21.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
21.700000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
21.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
21.900000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
22.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
22.200000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
22.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
22.400000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
22.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
22.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22.700000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22.900000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
23.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
23.200000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
23.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
23.400000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
23.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
23.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
23.700000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
23.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
23.900000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
24.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
24.200000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
24.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
24.400000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
24.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
24.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
24.700000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
24.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
24.900000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
25.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
25.200000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
25.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
25.400000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
25.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
25.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
25.700000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
25.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
25.900000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
26.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
